index,Benton faces,Fluid Intelligence,Emotion expression recognition,Famous faces,Hotel task,Picture priming,Proverb comprehension,Sentence comprehension (unacceptable error),Sentence comprehension (reaction time),Visual short term memory (mean),Visual short term memory (precision),Visual short term memory (doubt),Visual short term memory (MSE),model,rv
0,-0.07327349046034531,0.055852122880582146,-0.17053023973070847,-0.13428883676841089,0.1275482195636758,0.4075119357604146,0.2556152391178871,0.012363575325876642,-0.26729598370967145,0.25064530280969055,0.00945071082919403,0.21046915628350565,0.27094744904538703,laplacian_ridge_kernel,mu_s_12
1,0.13544843527111225,0.209017686228197,-0.28728254871147196,-0.09288725544790749,0.12137816932381522,0.45656772111739297,0.3209198128671203,0.2692731829298339,-0.17584360555672818,0.3634667519364283,-0.04445709114030849,0.002668752721758055,0.3802513776637333,laplacian_ridge_kernel,mu_s_12
2,0.058107937586278205,0.24898952712861502,-0.2642078607919804,-0.05007666995452516,0.17269756395806646,0.49651007804349695,0.2660039399986259,0.03042430502314092,-0.06432363871054916,0.2966600886995755,-0.16726628832289858,0.09018713199579918,0.33244971628208003,laplacian_ridge_kernel,mu_s_12
3,-0.04175715675922995,0.03255532621542302,-0.04728253609075528,0.028340511589939454,0.21196413535903563,0.5414393286885841,0.07897044842566017,-0.06778068572450878,0.06355795687421094,0.1949762321328913,-0.029976964122573547,-0.12604291092996855,0.34902639527606044,laplacian_ridge_kernel,mu_s_12
4,-0.03637926348662708,0.20974003024732202,-0.30581875913407797,-0.07922529367744627,0.1693489449519991,0.3230614987099716,0.016864906395069684,0.051704291221594076,-0.18286819316282818,0.1374078998584886,-0.004409462403685516,0.33079002734435536,0.09770627947052726,laplacian_ridge_kernel,mu_s_12
5,-0.17736442187159698,0.09219072046456742,-0.21038615978541805,-0.09050221645315835,0.3023545180284547,0.42407348284815016,0.0867093759950126,0.04090590575743284,-0.08262232699119018,0.32943022479433975,-0.0429676967605217,0.04539219787597325,0.2605843240874361,laplacian_ridge_kernel,mu_s_12
6,-0.14404040610000976,-0.07908941995345285,-0.2413661148944377,-0.15751561623760427,0.25710264255359705,0.4440596982199785,0.19497719447083486,0.09928715758160346,-0.13511320161709117,0.3832799588329233,-0.059248618874650195,-0.22650706299403706,0.4203091292928776,laplacian_ridge_kernel,mu_s_12
7,-0.12433139671860713,0.11436635448556878,-0.10410970163068023,0.010356868220483262,0.24654170392627836,0.518375337918433,0.06155127168928757,0.1671432967135173,-0.17033019103846553,0.37844237227266675,0.00878184064726555,0.08945447920757091,0.34783253419923155,laplacian_ridge_kernel,mu_s_12
8,-0.1157279312242637,0.12628372687634729,-0.40643249689857663,-0.18168425364967056,0.3337707409587604,0.5178644871467959,0.12313347828631942,-0.07821722263583815,-0.20033540725268617,0.11727497607283661,-0.07881667766806835,0.11828470996498194,-0.0017085153073713721,laplacian_ridge_kernel,mu_s_12
9,0.06528135884009352,0.08970568052540576,-0.007456011557242159,0.2909181501403533,0.2303379023002031,0.5368671634698696,0.2180097031315793,0.36520597081659567,-0.2043821049155999,0.09932764716525375,0.09126731011375164,0.13105692621152787,0.17827053301116996,laplacian_ridge_kernel,mu_s_12
10,0.04758597061418986,0.2744731332906473,-0.026927824246864247,0.03426406414243816,-0.017085729620576584,0.2459731730832039,0.10608545888796177,-0.12365704267623334,-0.02100214196525698,0.3105176782092002,0.028687220399806812,-0.06418308375151438,0.20364241709277872,laplacian_ridge_kernel,mu_s_12
11,0.16504601853365536,0.3613076135242924,-0.16285947875026136,0.20905381061580477,0.07538063185035268,0.5534087488864846,0.17012727001960082,0.12801649124475292,-0.36806898255438664,0.29558946762461746,-0.18986747847863994,0.0028427243389142153,0.30626878216321984,laplacian_ridge_kernel,mu_s_12
12,0.22661117033420503,-0.020840626901222115,-0.12572988056557494,0.15572644143745146,0.3301796570341903,0.43684720413216,0.2713660549555556,0.1655216488165192,-0.1656091588457935,0.04875217573686225,0.048588331402294786,0.18465373122500098,0.05597864313451316,laplacian_ridge_kernel,mu_s_12
13,0.010827567111365826,0.06196345590337295,-0.24320960820369225,-0.262449228579977,0.21160164583296703,0.31355151811067244,0.1986279540239618,0.13972597397012676,-0.3370344841162321,0.17087304353791233,-0.11146075773551815,0.19953097529281213,0.11126675917845438,laplacian_ridge_kernel,mu_s_12
14,-0.050878776043313104,0.21124504233778119,-0.19689425659026139,-0.2464827440927268,0.20563530237005687,0.6610672065309319,0.3012175768522052,0.15940025132839536,0.05736525239308752,0.37140181813251755,0.10276572235371054,0.13175985126122203,0.4057749719685894,laplacian_ridge_kernel,mu_s_12
15,0.37301572506243386,0.1377361230401586,-0.2653122471181094,-0.12706356992660914,0.1877170079734232,0.5543081431184468,0.3037442087904921,0.23662207628244342,-0.27012857542709384,0.33050300431610896,-0.2211283621915816,0.01914856592680807,0.3420759276353501,laplacian_ridge_kernel,mu_s_12
16,-0.29394872290628454,0.030949323501628934,-0.09965026216182601,-0.018462268399526048,0.2256850969615026,0.461382984890584,0.402922621383509,0.06987264860171363,-0.09636466557655812,0.3024178067785766,-0.06670935416054613,-0.10969329238516493,0.3294694873735547,laplacian_ridge_kernel,mu_s_12
17,0.21509529607804492,0.2859049831522117,-0.2641261558631939,-0.15259200292303846,0.14499698811129705,0.5177636853777086,0.2921412324308332,0.1834121777494738,-0.19023657808657796,0.3541788335590907,-0.027173944425661255,0.22718107811651786,0.4094311156496655,laplacian_ridge_kernel,mu_s_12
