Model settings:
Alpha = 1, Features encoder depth = 34, Cognition encoder depth = 6, Latent space dimension = 6, Data normalized = True
Features encoder dimensions = [14753, 13006, 12264, 11775, 10875, 9729, 9303, 8852, 8000, 8000, 7642, 7175, 6949, 6810, 6311, 6000, 5823, 5583, 5245, 4990, 3629, 3000, 2732, 1200, 1950, 1655, 1500, 1414, 1032, 827, 665, 301, 135, 50]
Cognition encoder dimensions = [12, 11, 10, 9, 8, 7]
Learning curve mode = False
********************
  epoch    l2_norm    reconst_loss    score    train_loss     dur
    418     0.5590          1.2599  20.5659        1.8188  0.5653
    419     0.5456          1.2511  13.7911        1.7967  0.5644
    420     0.5596          1.2318  13.7405        1.7914  0.5650
    421     0.5675          1.2544  16.5047        1.8219  0.5660
    422     0.5409          1.2345  18.2592        1.7754  0.5652
    423     0.5108          1.2357  12.4623        [31m1.7465[0m  0.5653
    424     0.5444          1.2293  16.4294        1.7738  0.5650
    425     0.5397          1.2527  17.6528        1.7924  0.5659
    426     0.5625          1.2394  17.1281        1.8019  0.5657
    427     0.5574          1.2805  14.2057        1.8379  0.5655
    428     0.5445          1.2358  10.9994        1.7803  0.5651
    429     0.5518          1.2277  21.3242        1.7796  0.5652
    430     0.5055          1.2408  14.9380        [31m1.7463[0m  0.5653
    431     0.5291          1.2473  23.4960        1.7763  0.5659
    432     0.5480          1.2506  13.7003        1.7986  0.5644
    433     0.5361          1.2331  15.0150        1.7693  0.5654
    434     0.5490          1.2412  13.2390        1.7902  0.5660
    435     0.5355          1.2713  15.1682        1.8068  0.5656
    436     0.5085          1.2676  20.8007        1.7761  0.5645
    437     0.5305          1.2424  16.1969        1.7729  0.5657
    438     0.5400          1.2390  19.4444        1.7789  0.5657
    439     0.5569          1.2414  11.4985        1.7983  0.5668
    440     0.5248          1.2441  14.0268        1.7689  0.5639
    441     0.5006          1.2580  17.3521        1.7586  0.5645
    442     0.5095          1.2356  15.9378        [31m1.7451[0m  0.5651
    443     0.5348          1.2452  15.7645        1.7800  0.5648
    444     0.5069          1.2714  15.8717        1.7783  0.5657
    445     0.5439          1.2675  18.4127        1.8113  0.5652
    446     0.5452          1.2396  11.4614        1.7848  0.5727
    447     0.5448          1.2429  20.1370        1.7877  0.5650
    448     0.5029          1.2340  13.7610        [31m1.7369[0m  0.5654
    449     0.5133          1.2444  18.3662        1.7577  0.5652
    450     0.5471          1.2149  20.4265        1.7620  0.5659
    451     0.5546          1.2461  18.8320        1.8007  0.5640
    452     0.4808          1.2492  [35m10.7116[0m        [31m1.7300[0m  0.5656
    453     0.5290          1.2158  11.4127        1.7448  0.5647
    454     0.5365          1.2395  14.5125        1.7761  0.5653
    455     0.5235          1.2374  22.5873        1.7610  0.5662
    456     0.5354          1.2753  20.0392        1.8107  0.5654
    457     0.5269          1.2330  12.4253        1.7600  0.5654
    458     0.5120          1.2269  16.1051        1.7389  0.5656
    459     0.4738          1.2544  14.8772        [31m1.7282[0m  0.5709
    460     0.5310          1.2699  17.0858        1.8009  0.5651
    461     0.5073          1.2212  17.6910        1.7285  0.5639
    462     0.4696          1.2356  17.3120        [31m1.7052[0m  0.5652
    463     0.5169          1.2393  13.1051        1.7562  0.5651
    464     0.5189          1.2287  16.5226        1.7475  0.5724
    465     0.4876          1.2324  13.9813        1.7200  0.5656
    466     0.5263          1.2478  14.2572        1.7741  0.5651
    467     0.5134          1.2287  15.2257        1.7421  0.5654
    468     0.5117          1.2470  13.5848        1.7588  0.5653
    469     0.5047          1.2536  14.0854        1.7583  0.5649
    470     0.5215          1.2364  12.6049        1.7579  0.5657
    471     0.5193          1.2331  22.6833        1.7524  0.5643
    472     0.5319          1.2208  15.4522        1.7527  0.5661
    473     0.4784          1.2567  20.2726        1.7351  0.5657
    474     0.5045          1.2474  11.6225        1.7519  0.5641
    475     0.4555          1.2413  16.3513        [31m1.6968[0m  0.5650
    476     0.4987          1.2474  20.5893        1.7460  0.5649
    477     0.4817          1.2260  12.6736        1.7077  0.5662
    478     0.4786          1.2503  13.5022        1.7289  0.5656
    479     0.5129          1.2557  13.3946        1.7686  0.5658
    480     0.5034          1.2319  11.3790        1.7353  0.5647
    481     0.5136          1.2086  14.1106        1.7222  0.5642
    482     0.4890          1.2506  17.2104        1.7396  0.5654
    483     0.5218          1.2490  15.5727        1.7708  0.5773
    484     0.4980          1.2195  20.8632        1.7175  0.5652
    485     0.5105          1.2278  15.8136        1.7383  0.5644
    486     0.5215          1.2549  16.1542        1.7763  0.5637
    487     0.4558          1.2479  23.6852        1.7037  0.5653
    488     0.4903          1.2619  11.5471        1.7522  0.5662
    489     0.5112          1.2556  13.6096        1.7668  0.5647
    490     0.4727          1.2353  15.9410        1.7081  0.5654
    491     0.4966          1.2395  17.3681        1.7360  0.5654
    492     0.4998          1.2599  16.6164        1.7596  0.5643
    493     0.5042          1.2339  15.1206        1.7381  0.5647
    494     0.5085          1.2079  13.8315        1.7164  0.5645
    495     0.5257          1.2297  17.9604        1.7554  0.5651
    496     0.4811          1.2262  16.7569        1.7073  0.5649
    497     0.5175          1.2662  12.5350        1.7837  0.5643
    498     0.4728          1.1861  16.3915        [31m1.6589[0m  0.5650
    499     0.5245          1.2516  12.9711        1.7760  0.5650
    500     0.4695          1.2649  18.1637        1.7344  0.5651
    501     0.4897          1.2306  14.2447        1.7203  0.5725
    502     0.4735          1.2433  15.8381        1.7168  0.5656
    503     0.5112          1.2236  21.0601        1.7348  0.5654
    504     0.5246          1.2431  14.6841        1.7677  0.5660
    505     0.5034          1.2713  22.2870        1.7748  0.5657
    506     0.4739          1.2339  14.7727        1.7078  0.5655
    507     0.4942          1.2313  16.8330        1.7255  0.5730
    508     0.4970          1.2137  14.7292        1.7107  0.5660
    509     0.5071          1.2732  19.7182        1.7804  0.5652
    510     0.4773          1.2385  12.8709        1.7158  0.5651
    511     0.4898          1.2204  17.4411        1.7102  0.5636
    512     0.4455          1.1940  19.2672        [31m1.6395[0m  0.5652
    513     0.4779          1.2459  18.1116        1.7238  0.5659
    514     0.4857          1.2493  12.5761        1.7350  0.5649
    515     0.4480          1.2557  21.1125        1.7037  0.5648
    516     0.4741          1.2356   [35m9.5798[0m        1.7097  0.5647
    517     0.5121          1.2181  16.3770        1.7302  0.5647
    518     0.4624          1.2299  12.6022        1.6924  0.5670
    519     0.4697          1.2063  13.0358        1.6759  0.5651
    520     0.4741          1.2238  16.6007        1.6979  0.5663
    521     0.4931          1.2399  17.2845        1.7330  0.5648
    522     0.4914          1.2305  17.2657        1.7219  0.5658
    523     0.4809          1.2286  12.7219        1.7095  0.5639
    524     0.4707          1.2440  17.1304        1.7147  0.9222
    525     0.5137          1.2187  11.8072        1.7325  0.5638
    526     0.4778          1.2159  17.2377        1.6936  0.5650
    527     0.4838          1.2273  16.8666        1.7111  0.5647
    528     0.4445          1.2285  15.8303        1.6729  0.5659
    529     0.4682          1.2043  18.5640        1.6725  0.5651
    530     0.4799          1.2254  13.3096        1.7053  0.5647
    531     0.4693          1.2293  17.2450        1.6986  0.5653
    532     0.4525          1.2506  13.3686        1.7031  0.5648
    533     0.4767          1.2191  14.8208        1.6958  0.5655
    534     0.4805          1.2174  17.2248        1.6979  0.5658
    535     0.4487          1.2755  18.0297        1.7242  0.5659
    536     0.4652          1.2532  15.0667        1.7184  0.5664
    537     0.4265          1.2195  13.9818        1.6460  0.5658
    538     0.4611          1.2467  15.0257        1.7078  0.5654
    539     0.4713          1.2629  10.8626        1.7342  0.8048
    540     0.4537          1.2201  19.5768        1.6738  0.5646
    541     0.4840          1.2308  17.1827        1.7149  0.5662
    542     0.4486          1.2115  11.5650        1.6602  0.5660
    543     0.4608          1.2157  16.0936        1.6765  0.5654
    544     0.4695          1.2138  18.7533        1.6833  0.5635
    545     0.4902          1.2199  16.7127        1.7102  0.5657
    546     0.4861          1.2286  16.1358        1.7148  0.5648
    547     0.4689          1.2276  16.3505        1.6965  0.5653
    548     0.4903          1.2236  17.2118        1.7139  0.5658
    549     0.4518          1.2327  17.9640        1.6845  0.5654
    550     0.4680          1.2251  16.2054        1.6932  0.5652
    551     0.4553          1.2535  18.5324        1.7087  0.5655
    552     0.4780          1.2315  17.4579        1.7095  0.5657
    553     0.4478          1.2589  13.9611        1.7067  0.5652
    554     0.4659          1.2268  15.7586        1.6926  0.5652
    555     0.4537          1.2641  19.8567        1.7178  0.5648
    556     0.4533          1.2619  13.7231        1.7151  0.5650
    557     0.4899          1.2263  18.6374        1.7162  0.5649
    558     0.4480          1.2283  14.2616        1.6763  0.5661
    559     0.4363          1.2148  18.5229        1.6511  0.5645
    560     0.4783          1.2101  13.4680        1.6884  0.5646
    561     0.4804          1.2320  15.9056        1.7124  0.5647
    562     0.4429          1.2285  14.2266        1.6714  0.5652
    563     0.4424          1.2412  13.2140        1.6836  0.5874
    564     0.4507          1.2034  22.5147        1.6541  0.5697
    565     0.4517          1.2330  10.4842        1.6847  0.6588
    566     0.4584          1.2288  16.0498        1.6872  0.5647
    567     0.4603          1.2316  16.3665        1.6918  0.5654
    568     0.4229          1.2181  13.8326        1.6410  0.5663
    569     0.4685          1.2013  13.4715        1.6697  0.5665
    570     0.4613          1.2301  18.4624        1.6914  0.5662
    571     0.4366          1.2192  10.9851        1.6558  0.5669
    572     0.4528          1.2297  16.0539        1.6825  0.5666
    573     0.4845          1.2501  15.9160        1.7347  0.5674
    574     0.4341          1.2449  18.7745        1.6790  0.5663
    575     0.4327          1.2268  13.0984        1.6595  0.5667
    576     0.4460          1.2320  12.7751        1.6780  0.5660
    577     0.4383          1.2387  16.7300        1.6769  0.5673
    578     0.4351          1.2264  13.6377        1.6615  0.5675
    579     0.4500          1.2213  15.5363        1.6713  0.5669
    580     0.4558          1.2385  16.7459        1.6943  0.5657
    581     0.4601          1.2279  19.6966        1.6880  0.5660
    582     0.4467          1.2466  15.9123        1.6933  0.5668
    583     0.4306          1.2163  13.8005        1.6469  0.5669
    584     0.4489          1.2262  19.5889        1.6750  0.5669
    585     0.4483          1.2358  12.4818        1.6841  0.5668
    586     0.4548          1.1986  19.0878        1.6534  0.5669
    587     0.4309          1.2254  13.4997        1.6564  0.5676
    588     0.4437          1.2071  13.3668        1.6509  0.5672
    589     0.4394          1.2596  17.9445        1.6990  0.5669
    590     0.4471          1.2164  11.5692        1.6635  0.5669
    591     0.4491          1.2253  13.6309        1.6745  0.5675
    592     0.4538          1.2232  18.0538        1.6770  0.5666
    593     0.4626          1.2120  13.1013        1.6746  0.5664
    594     0.4331          1.2260  16.9913        1.6591  0.5676
    595     0.4325          1.2317  16.8417        1.6643  0.5657
    596     0.4192          1.2325  18.4154        1.6516  0.5671
    597     0.4141          1.2244  19.6095        [31m1.6385[0m  0.5667
    598     0.4415          1.2258  12.4382        1.6673  0.5668
    599     0.4330          1.2112  23.2949        1.6442  0.5668
    600     0.4457          1.1884  16.9585        [31m1.6341[0m  0.5671
    601     0.4579          1.2269  16.6312        1.6848  0.5810
    602     0.4701          1.2168  19.2885        1.6870  0.5668
    603     0.4341          1.2150  14.1262        1.6491  0.5669
    604     0.4607          1.2228  18.0477        1.6835  0.5675
    605     0.4258          1.1900  13.8886        [31m1.6158[0m  0.5798
    606     0.4435          1.2332  17.5830        1.6767  0.5873
    607     0.4455          1.2388  14.5170        1.6844  0.5677
    608     0.4205          1.2407  18.0591        1.6612  0.5858
    609     0.4563          1.2098  17.3938        1.6661  0.5666
    610     0.4154          1.2241  19.1731        1.6395  0.5673
    611     0.4518          1.2233  13.3723        1.6750  0.5672
    612     0.4250          1.2094  16.5358        1.6344  0.5670
    613     0.4440          1.2228  10.9065        1.6668  0.5668
    614     0.4361          1.2175  15.7022        1.6536  0.5670
    615     0.4289          1.1905  14.4288        1.6193  0.5680
    616     0.4584          1.2231  16.4015        1.6814  0.5922
    617     0.4320          1.2403  17.1568        1.6723  0.5872
    618     0.4121          1.2314  16.4645        1.6434  0.5677
    619     0.4297          1.2234  16.5321        1.6531  0.5678
    620     0.3926          1.2412  15.6312        1.6338  0.5850
    621     0.4293          1.2253  13.2616        1.6546  0.5675
    622     0.4268          1.2369  18.8131        1.6637  0.5679
    623     0.4322          1.2425  18.0053        1.6747  0.5666
    624     0.4661          1.2272  19.1157        1.6933  0.5682
    625     0.4478          1.2105  20.0498        1.6583  0.5684
    626     0.4681          1.2309  15.5234        1.6990  0.5669
    627     0.4411          1.2223  18.5491        1.6633  0.5664
    628     0.4261          1.1928  13.4761        1.6189  0.5662
    629     0.4506          1.2299  15.0527        1.6806  0.5658
    630     0.4508          1.2252  12.9894        1.6759  0.5669
    631     0.4581          1.2110  16.9940        1.6692  0.5742
    632     0.4304          1.2199  15.5872        1.6503  0.5689
    633     0.4576          1.2276  14.6427        1.6852  0.5669
    634     0.4436          1.2115  16.3363        1.6550  0.5674
    635     0.4331          1.2286  19.9486        1.6617  0.5674
    636     0.4503          1.2503  17.7623        1.7006  0.5674
    637     0.4015          1.2267  16.3645        1.6282  0.5675
    638     0.4527          1.2006  15.1877        1.6533  0.5667
    639     0.4510          1.1972  13.0256        1.6482  0.5675
    640     0.4550          1.2210   9.9682        1.6760  0.5669
    641     0.4365          1.2195  17.6416        1.6560  0.5675
    642     0.4443          1.2318  15.8685        1.6761  0.5685
    643     0.4379          1.2185  14.2725        1.6563  0.5696
    644     0.4158          1.2284  11.6900        1.6442  0.5675
    645     0.4729          1.2176  14.0468        1.6905  0.5673
    646     0.4522          1.2624  14.3358        1.7146  0.5677
    647     0.4275          1.2454  14.4969        1.6729  0.5675
    648     0.4069          1.2178  14.0379        1.6246  0.5681
    649     0.4133          1.2206  15.4042        1.6339  0.5667
    650     0.4160          1.2034  16.8277        1.6194  0.5676
    651     0.4399          1.2074  16.7356        1.6473  0.5666
    652     0.4415          1.2122  21.7167        1.6537  0.5677
    653     0.4268          1.2151  11.6099        1.6419  0.5685
    654     0.4300          1.2661  18.9455        1.6961  0.5690
    655     0.4558          1.2379  13.1313        1.6937  0.5745
    656     0.4263          1.2129  13.7734        1.6392  0.5671
    657     0.4436          1.2392  17.5830        1.6828  0.5662
    658     0.4354          1.2169  19.3198        1.6522  0.5658
    659     0.4208          1.2328  18.0403        1.6536  0.5670
    660     0.4359          1.2372  13.8080        1.6732  0.5697
    661     0.4244          1.2827  16.2946        1.7071  0.5664
    662     0.4224          1.2082  13.3325        1.6305  0.5683
    663     0.4471          1.2029  17.4478        1.6500  0.5985
    664     0.4713          1.2349  14.0602        1.7062  0.5677
    665     0.4461          1.2312  14.6605        1.6773  0.5671
    666     0.4550          1.2076  14.6081        1.6626  0.5675
    667     0.4427          1.2465  17.7949        1.6892  0.5671
    668     0.4591          1.2251  15.9086        1.6842  0.5672
    669     0.4391          1.2472  13.7688        1.6863  0.5663
    670     0.4414          1.2326  14.4033        1.6739  0.5665
    671     0.4329          1.2106  15.9822        1.6435  0.6203
    672     0.4532          1.1935  15.3399        1.6467  0.5701
    673     0.4338          1.2195  20.5167        1.6533  0.5701
    674     0.4407          1.2575  13.0030        1.6983  0.5687
    675     0.4293          1.2092  16.5382        1.6385  0.5694
    676     0.4319          1.2015  14.5317        1.6334  0.5713
    677     0.4455          1.2292  12.3778        1.6747  0.5700
    678     0.4248          1.2001  11.9338        1.6249  0.5704
    679     0.4205          1.2186  14.3634        1.6392  0.5697
    680     0.4627          1.2417  14.7709        1.7043  0.5662
    681     0.4550          1.2235  11.9747        1.6786  0.5658
    682     0.4276          1.2012  17.6472        1.6288  0.5664
    683     0.4602          1.2163  19.7377        1.6765  0.5661
    684     0.4482          1.2131  18.2883        1.6613  0.5670
    685     0.4442          1.2022  12.3006        1.6464  0.5664
    686     0.4255          1.2184  15.3644        1.6439  0.5672
    687     0.4528          1.2051  13.0122        1.6579  0.5669
    688     0.4423          1.2109  11.4756        1.6532  0.5668
    689     0.4001          1.2506  15.6121        1.6507  0.5667
    690     0.4501          1.2081  10.5932        1.6582  0.5659
    691     0.4245          1.1835  17.7901        [31m1.6080[0m  0.5663
    692     0.4297          1.2004  12.8239        1.6301  0.5656
    693     0.4273          1.2198  15.1057        1.6471  0.5661
    694     0.4312          1.2185  17.5422        1.6497  0.5661
    695     0.4353          1.2312  13.6924        1.6666  0.5664
    696     0.4322          1.2408  20.3637        1.6729  0.5669
    697     0.4419          1.2233  14.8782        1.6652  0.5666
    698     0.4439          1.2479  13.0313        1.6917  0.5691
    699     0.4490          1.1979  15.3214        1.6469  0.5675
    700     0.4401          1.2307  13.4492        1.6708  0.5674
    701     0.4504          1.1883  11.3842        1.6387  0.5666
    702     0.4107          1.2185  15.2745        1.6292  0.5655
    703     0.3997          1.2130  15.5804        1.6127  0.5670
    704     0.4107          1.1969  12.2891        [31m1.6076[0m  0.5660
    705     0.4469          1.2209  13.8389        1.6678  0.5674
    706     0.4562          1.2331  13.8146        1.6893  0.5665
    707     0.4380          1.2178  18.3781        1.6557  0.5666
    708     0.4496          1.2116  26.2096        1.6613  0.5667
    709     0.4116          1.2127  16.1885        1.6243  0.5653
    710     0.4345          1.2096  14.8778        1.6441  0.5661
    711     0.4391          1.2423  12.6861        1.6814  0.5654
    712     0.4397          1.2325  19.0619        1.6723  0.5661
    713     0.4356          1.2288  19.8282        1.6643  0.5660
    714     0.4405          1.2157  19.6673        1.6562  0.5659
    715     0.4605          1.2081  16.4414        1.6686  0.5660
    716     0.4222          1.2236  16.7120        1.6458  0.5659
    717     0.4458          1.2074  18.0893        1.6531  0.5663
    718     0.4416          1.2077  13.7332        1.6492  0.5652
    719     0.4503          1.2140  17.3227        1.6644  0.5651
    720     0.4135          1.2210  14.4917        1.6345  0.5657
    721     0.4246          1.2184  16.2089        1.6431  0.5666
    722     0.4480          1.2283  15.8118        1.6763  0.5661
    723     0.4151          1.2236  12.6941        1.6387  0.5652
    724     0.4750          1.2174  13.2068        1.6923  0.5743
    725     0.4407          1.2189  16.5386        1.6597  0.5668
    726     0.4618          1.2122  16.4335        1.6740  0.5671
    727     0.4267          1.1941  21.1087        1.6208  0.5672
    728     0.4237          1.2094  14.2821        1.6331  0.5669
    729     0.4526          1.1939  16.3513        1.6465  0.5655
    730     0.4232          1.2236  12.7105        1.6468  0.5654
    731     0.4293          1.2122  17.6208        1.6414  0.5657
    732     0.4327          1.2250  13.8220        1.6578  0.5786
    733     0.4375          1.2203  20.4790        1.6579  0.5870
    734     0.4387          1.2258  14.7722        1.6644  0.5881
    735     0.4255          1.1938  17.9106        1.6194  0.5688
    736     0.4249          1.2042  15.3024        1.6291  0.5682
    737     0.4510          1.2184  16.6967        1.6694  0.5687
    738     0.4399          1.2353  20.7007        1.6752  0.5690
    739     0.4456          1.2522  19.3460        1.6977  0.5690
    740     0.4540          1.2212  17.3423        1.6752  0.5688
    741     0.4462          1.2183  18.5310        1.6646  0.5682
    742     0.4140          1.2296  15.4392        1.6436  0.5666
    743     0.4447          1.2205  13.4562        1.6652  0.5689
    744     0.4686          1.2428  13.4866        1.7115  0.5681
    745     0.4300          1.2470  14.6720        1.6770  0.5732
    746     0.4574          1.2347  13.0773        1.6921  0.5816
    747     0.4441          1.2341  13.4002        1.6782  0.5678
    748     0.4406          1.2069  16.6711        1.6475  0.5666
    749     0.4388          1.2042  13.1448        1.6430  0.5691
    750     0.4299          1.2180  17.7429        1.6479  0.5691
    751     0.4127          1.2298  14.1412        1.6425  0.5692
    752     0.4289          1.1939  16.6222        1.6228  0.5669
    753     0.4269          1.2027  16.5382        1.6296  0.5688
    754     0.4528          1.2160  14.9929        1.6688  0.5662
    755     0.4489          1.2111  17.6098        1.6600  0.5661
    756     0.4156          1.2265  18.2689        1.6421  0.5673
    757     0.4509          1.2471  19.1164        1.6980  0.5659
    758     0.4143          1.2161  13.8207        1.6305  0.7901
    759     0.4336          1.2281  15.4176        1.6617  0.5875
    760     0.4346          1.2201  19.5761        1.6547  0.5685
    761     0.4276          1.2280  12.3505        1.6556  0.5703
    762     0.4237          1.2191  16.1045        1.6428  0.5676
    763     0.4189          1.2313  10.6207        1.6503  0.5678
    764     0.4120          1.2274  16.0223        1.6394  0.5680
    765     0.4123          1.2293  15.2427        1.6416  0.5683
    766     0.4265          1.2234  18.8628        1.6500  0.5681
    767     0.4451          1.2381  18.2971        1.6832  0.5672
    768     0.4248          1.2119  13.3055        1.6367  0.5673
    769     0.4351          1.2191  15.5304        1.6542  0.5685
    770     0.4313          1.1991  20.4719        1.6303  0.5659
    771     0.4084          1.2297  12.2722        1.6381  0.5671
    772     0.4405          1.2472  14.5988        1.6877  0.5678
    773     0.4589          1.2249  15.0591        1.6838  0.5668
    774     0.4593          1.2020  14.0878        1.6613  0.5680
    775     0.4428          1.2187  14.0239        1.6615  0.7586
    776     0.4182          1.2204  13.5204        1.6386  0.6723
    777     0.4002          1.2387  15.7228        1.6389  0.5686
    778     0.4062          1.2185  12.9638        1.6247  0.5673
    779     0.4497          1.2310  11.6635        1.6807  0.5679
    780     0.4159          1.2176  16.4219        1.6335  0.5683
    781     0.4271          1.2250  18.0189        1.6521  0.5675
    782     0.4118          1.2312  13.7055        1.6430  0.5676
    783     0.4309          1.2351  14.3450        1.6660  0.5700
    784     0.4272          1.2075  21.1856        1.6347  0.5670
    785     0.4288          1.2487  13.1354        1.6775  0.7437
    786     0.4120          1.2543  15.4198        1.6663  0.5688
    787     0.4256          1.2184  17.5107        1.6440  0.5677
    788     0.4352          1.2025  16.8685        1.6377  0.8813
    789     0.4244          1.2251  16.0766        1.6495  0.5680
    790     0.4577          1.2229  13.4250        1.6806  0.5672
    791     0.4654          1.2109  12.9164        1.6763  0.5664
    792     0.4394          1.2099  23.8486        1.6492  0.5667
    793     0.4295          1.2336  18.3828        1.6631  0.5681
    794     0.3987          1.2310  16.9373        1.6297  0.5683
    795     0.4352          1.2328  15.9302        1.6680  0.5670
    796     0.4223          1.1964  12.2365        1.6188  0.5679
    797     0.4292          1.2338  16.6515        1.6629  0.5681
    798     0.4636          1.1835  17.1458        1.6471  0.5792
    799     0.4422          1.2197  11.8017        1.6619  0.5728
    800     0.4461          1.2291  19.1585        1.6752  0.5682
    801     0.4551          1.2293  14.2221        1.6845  0.5685
    802     0.4220          1.2274  17.0854        1.6494  0.5673
    803     0.4243          1.2100  14.2096        1.6343  0.5675
    804     0.4512          1.2247  11.5343        1.6758  0.5668
    805     0.4667          1.2004  11.2230        1.6671  0.5666
    806     0.4411          1.2255  17.6191        1.6666  0.5682
    807     0.4276          1.2358  16.6471        1.6634  0.5668
    808     0.4292          1.2351  12.8699        1.6643  0.5659
    809     0.4268          1.2192  18.5356        1.6460  0.5734
    810     0.4334          1.2417  13.1092        1.6751  0.6625
    811     0.4410          1.2012  13.3746        1.6422  0.5712
    812     0.4265          1.2011  15.8912        1.6276  0.5707
    813     0.4634          1.2271  14.6781        1.6905  0.5746
    814     0.4241          1.2282  14.8581        1.6522  0.5721
    815     0.4375          1.2234  14.2139        1.6608  0.5715
    816     0.4187          1.1990  18.4893        1.6177  0.5694
    817     0.4005          1.2092  17.1251        1.6097  0.5723
    818     0.4687          1.1866  17.9949        1.6553  0.5680
    819     0.4109          1.1889  11.9066        [31m1.5998[0m  0.5687
    820     0.4311          1.2289  12.7147        1.6600  0.5675
    821     0.3993          1.2329  14.9585        1.6322  0.5757
    822     0.4151          1.2259  12.3706        1.6410  0.8307
    823     0.4128          1.2267  14.9929        1.6396  0.5708
    824     0.4333          1.2239  16.2602        1.6572  0.5708
    825     0.4286          1.2147  11.2449        1.6433  0.5710
    826     0.4390          1.2203  15.9534        1.6593  0.5691
    827     0.4521          1.2332  15.3534        1.6853  0.5699
    828     0.4320          1.2379  14.4817        1.6700  0.5700
    829     0.4271          1.2220  14.8657        1.6491  0.5711
    830     0.4451          1.2338  15.0962        1.6790  0.5695
    831     0.4242          1.2158  19.7547        1.6400  0.5692
    832     0.4327          1.2407  13.1166        1.6735  0.5678
    833     0.4446          1.2150  18.8462        1.6596  0.5690
    834     0.3973          1.2084  16.5518        1.6057  0.5693
    835     0.4768          1.2092  13.4826        1.6860  0.5682
    836     0.4226          1.2377  16.6291        1.6603  0.5688
    837     0.4167          1.2214  15.0349        1.6380  0.5680
    838     0.4131          1.1972  14.4124        1.6103  0.5718
    839     0.4394          1.2163  17.6140        1.6558  0.5719
    840     0.4409          1.1950  15.9867        1.6360  0.5735
    841     0.4411          1.2143  16.4631        1.6555  0.5682
    842     0.4322          1.2255  16.0831        1.6577  0.7321
    843     0.4448          1.2156  10.5412        1.6604  0.5667
    844     0.4502          1.2257  18.9901        1.6759  0.5680
    845     0.4393          1.2045  15.6307        1.6438  0.5665
    846     0.4192          1.2107  23.9308        1.6299  0.5669
    847     0.4331          1.2311  18.1297        1.6642  0.5670
    848     0.4643          1.2117  16.9762        1.6760  0.5666
    849     0.4166          1.2214  16.9175        1.6380  0.5670
    850     0.4374          1.1972  13.3368        1.6346  0.5677
    851     0.4231          1.2218  14.9151        1.6448  0.5663
    852     0.4520          1.2284  12.4105        1.6804  0.5668
    853     0.4139          1.2592  16.8581        1.6731  0.5666
    854     0.4640          1.2201  17.9565        1.6841  0.5664
    855     0.4088          1.2193  15.5047        1.6280  0.5667
    856     0.4380          1.2454  16.1679        1.6834  0.5672
    857     0.4292          1.2217  11.1648        1.6508  0.5662
    858     0.4334          1.2364  15.3862        1.6698  0.5701
    859     0.4305          1.2209  16.7958        1.6514  0.5662
    860     0.4325          1.2206  16.7140        1.6531  2.0757
    861     0.4238          1.2462  18.0575        1.6701  0.5649
    862     0.4479          1.1942  19.2751        1.6421  0.5654
    863     0.4169          1.2018  13.8639        1.6186  0.5637
    864     0.4301          1.2369  16.5496        1.6671  0.5648
    865     0.4425          1.2380  17.4804        1.6805  0.5646
    866     0.4283          1.2277  17.5819        1.6560  0.5651
    867     0.4329          1.2039  17.7719        1.6368  0.5652
    868     0.4191          1.2188  13.2620        1.6378  0.5654
    869     0.4088          1.2307  13.4163        1.6396  0.5641
    870     0.4213          1.1829  12.4372        1.6042  0.5646
    871     0.4472          1.2258  13.0159        1.6730  0.5656
    872     0.4101          1.2075  16.8604        1.6176  0.5644
    873     0.4553          1.2174  12.8781        1.6727  0.5651
    874     0.4409          1.2063  17.2721        1.6472  0.5661
    875     0.4427          1.2315  15.5522        1.6742  0.5627
    876     0.4395          1.2130  15.9977        1.6524  0.5645
    877     0.4255          1.2346  12.1732        1.6601  0.5652
    878     0.4448          1.2113  13.9780        1.6561  0.5647
    879     0.4333          1.2249  16.8869        1.6582  0.5637
    880     0.4255          1.2091  17.3759        1.6345  0.5777
    881     0.4274          1.2155  12.8417        1.6429  0.6233
    882     0.4373          1.2081  18.1958        1.6454  0.6470
    883     0.4132          1.1968  15.4001        1.6100  0.5673
    884     0.4451          1.1910  23.4012        1.6362  0.5673
    885     0.4214          1.2410  14.8419        1.6625  0.5659
    886     0.4341          1.2095  11.0789        1.6436  0.5671
    887     0.4113          1.2038  16.4550        1.6151  0.5661
    888     0.4422          1.2267  15.9702        1.6690  0.5668
    889     0.4305          1.2455  14.6278        1.6760  0.5668
    890     0.4178          1.2482  20.1727        1.6660  0.5659
    891     0.4376          1.2222  14.6003        1.6598  0.5745
    892     0.4258          1.2381  15.2351        1.6640  0.6592
    893     0.4362          1.2029  13.7281        1.6391  0.5783
    894     0.4284          1.2147  17.8341        1.6431  0.6899
    895     0.4486          1.1914  14.8114        1.6400  0.5670
    896     0.4442          1.2166  14.3653        1.6608  0.5666
    897     0.4307          1.2039  16.6849        1.6346  0.5663
    898     0.4345          1.1973  11.8313        1.6318  0.5656
    899     0.4282          1.2301  13.0373        1.6583  0.5660
    900     0.4260          1.2424  12.7457        1.6684  0.5647
    901     0.4150          1.2178  13.5109        1.6329  0.5655
    902     0.4143          1.2050  13.4404        1.6193  0.5640
    903     0.4260          1.2201  19.1020        1.6461  0.5641
